CallNumber,CallType,UnitType,ReceivedDtTm,DispatchDtTm,ResponseDtTm,OnSceneDtTm,AvailableDtTm,City,Latitude,Longitude,RouteID,DestinationName,DestinationLat,DestinationLon
900329,Medical Incident,ENGINE,2024-03-10 22:35:00,2024-03-10 22:36:00,2024-03-10 22:45:00,2024-03-10 22:48:00,2024-03-10 23:12:00,Chicago,41.6733,-87.613717,R10329,Norwegian American Hospital (Humboldt Park),41.903029,-87.702722
900330,Traffic Collision,MEDIC,2024-01-11 22:25:00,2024-01-11 22:31:00,2024-01-11 22:40:00,2024-01-11 22:41:00,2024-01-11 23:08:00,Chicago,41.829938,-87.620693,R10330,Mount Sinai Hospital,41.860818,-87.717489
900331,Traffic Collision,TRUCK,2024-05-13 03:07:00,2024-05-13 03:12:00,2024-05-13 03:22:00,2024-05-13 03:26:00,2024-05-13 03:51:00,Chicago,41.757848,-87.87258,R10331,Advocate Illinois Masonic,41.93664,-87.651254
900332,Medical Incident,AMBULANCE,2024-04-19 11:50:00,2024-04-19 11:56:00,2024-04-19 12:05:00,2024-04-19 12:11:00,2024-04-19 12:25:00,Chicago,42.001123,-87.804711,R10332,Mount Sinai Hospital,41.861495,-87.715786
900333,Traffic Collision,MEDIC,2024-02-01 14:17:00,2024-02-01 14:22:00,2024-02-01 14:28:00,2024-02-01 14:35:00,2024-02-01 14:47:00,Chicago,41.816672,-87.896639,R10333,Mount Sinai Hospital,41.860249,-87.714423
900334,Traffic Collision,TRUCK,2024-01-14 17:57:00,2024-01-14 17:59:00,2024-01-14 18:05:00,2024-01-14 18:06:00,2024-01-14 18:25:00,Chicago,41.794382,-87.548542,R10334,University of Chicago Medical Center,41.790209,-87.605441
900335,Traffic Collision,ENGINE,2024-05-21 02:48:00,2024-05-21 02:53:00,2024-05-21 02:56:00,2024-05-21 02:59:00,2024-05-21 03:25:00,Chicago,41.725881,-87.650202,R10335,Rush University Medical Center,41.873554,-87.675806
900336,Medical Incident,MEDIC,2024-05-12 05:31:00,2024-05-12 05:35:00,2024-05-12 05:40:00,2024-05-12 05:47:00,2024-05-12 06:02:00,Chicago,41.683974,-87.924011,R10336,UIC Hospital,41.871637,-87.673825
900337,Medical Incident,AMBULANCE,2024-03-03 10:58:00,2024-03-03 11:04:00,2024-03-03 11:07:00,2024-03-03 11:14:00,2024-03-03 11:38:00,Chicago,41.677406,-87.665576,R10337,Rush University Medical Center,41.875195,-87.677523
900338,Traffic Collision,MEDIC,2024-02-22 21:48:00,2024-02-22 21:53:00,2024-02-22 22:02:00,2024-02-22 22:07:00,2024-02-22 22:25:00,Chicago,41.924808,-87.858166,R10338,St. Bernard Hospital,41.778367,-87.641526
900339,Medical Incident,MEDIC,2024-04-08 18:36:00,2024-04-08 18:37:00,2024-04-08 18:47:00,2024-04-08 18:49:00,2024-04-08 19:08:00,Chicago,41.64595,-87.600534,R10339,Saints Mary and Elizabeth,41.903566,-87.684066
900340,Medical Incident,AMBULANCE,2024-05-27 22:38:00,2024-05-27 22:40:00,2024-05-27 22:46:00,2024-05-27 22:52:00,2024-05-27 23:21:00,Chicago,41.860209,-87.924097,R10340,Holy Cross Hospital,41.775299,-87.696406
900341,Traffic Collision,TRUCK,2024-06-24 18:26:00,2024-06-24 18:32:00,2024-06-24 18:41:00,2024-06-24 18:48:00,2024-06-24 18:58:00,Chicago,41.832241,-87.639347,R10341,Mount Sinai Hospital,41.858552,-87.718199
900342,Medical Incident,MEDIC,2024-05-24 12:28:00,2024-05-24 12:33:00,2024-05-24 12:42:00,2024-05-24 12:44:00,2024-05-24 13:11:00,Chicago,41.644481,-87.546856,R10342,St. Bernard Hospital,41.778649,-87.640013
900343,Medical Incident,MEDIC,2024-02-04 15:51:00,2024-02-04 15:56:00,2024-02-04 15:59:00,2024-02-04 16:03:00,2024-02-04 16:28:00,Chicago,41.645031,-87.797942,R10343,St. Bernard Hospital,41.778244,-87.641564
900344,Traffic Collision,AMBULANCE,2024-04-10 08:30:00,2024-04-10 08:36:00,2024-04-10 08:42:00,2024-04-10 08:46:00,2024-04-10 09:15:00,Chicago,41.917387,-87.617563,R10344,Norwegian American Hospital (Humboldt Park),41.902778,-87.705147
900345,Traffic Collision,ENGINE,2024-05-03 18:35:00,2024-05-03 18:41:00,2024-05-03 18:44:00,2024-05-03 18:48:00,2024-05-03 19:02:00,Chicago,41.833154,-87.797399,R10345,Norwegian American Hospital (Humboldt Park),41.904847,-87.70507
900346,Medical Incident,MEDIC,2024-04-18 17:53:00,2024-04-18 17:57:00,2024-04-18 18:04:00,2024-04-18 18:09:00,2024-04-18 18:26:00,Chicago,41.953165,-87.635612,R10346,Norwegian American Hospital (Humboldt Park),41.903898,-87.704207
900347,Medical Incident,MEDIC,2024-03-28 10:33:00,2024-03-28 10:34:00,2024-03-28 10:41:00,2024-03-28 10:49:00,2024-03-28 11:13:00,Chicago,41.644884,-87.641766,R10347,Holy Cross Hospital,41.775748,-87.694556
900348,Traffic Collision,ENGINE,2024-01-10 09:29:00,2024-01-10 09:30:00,2024-01-10 09:39:00,2024-01-10 09:46:00,2024-01-10 09:58:00,Chicago,41.987237,-87.836515,R10348,Mount Sinai Hospital,41.860506,-87.716029
900349,Medical Incident,MEDIC,2024-02-08 02:53:00,2024-02-08 02:57:00,2024-02-08 02:59:00,2024-02-08 03:00:00,2024-02-08 03:12:00,Chicago,41.717195,-87.585531,R10349,Rush University Medical Center,41.874343,-87.675543
900350,Medical Incident,AMBULANCE,2024-03-28 13:23:00,2024-03-28 13:29:00,2024-03-28 13:35:00,2024-03-28 13:39:00,2024-03-28 13:59:00,Chicago,41.81272,-87.781133,R10350,Saints Mary and Elizabeth,41.90246,-87.683392
900351,Medical Incident,AMBULANCE,2024-06-11 20:17:00,2024-06-11 20:20:00,2024-06-11 20:30:00,2024-06-11 20:31:00,2024-06-11 20:41:00,Chicago,41.883621,-87.616317,R10351,Advocate Illinois Masonic,41.938197,-87.651291
900352,Medical Incident,AMBULANCE,2024-02-03 10:16:00,2024-02-03 10:21:00,2024-02-03 10:25:00,2024-02-03 10:27:00,2024-02-03 10:48:00,Chicago,41.641681,-87.828004,R10352,Northwestern Memorial Hospital,41.892969,-87.62005
900353,Medical Incident,MEDIC,2024-02-23 11:56:00,2024-02-23 11:57:00,2024-02-23 12:06:00,2024-02-23 12:11:00,2024-02-23 12:22:00,Chicago,42.013006,-87.705225,R10353,Advocate Illinois Masonic,41.937324,-87.650199
900354,Traffic Collision,MEDIC,2024-04-25 01:45:00,2024-04-25 01:46:00,2024-04-25 01:49:00,2024-04-25 01:56:00,2024-04-25 02:06:00,Chicago,41.944946,-87.733266,R10354,Saints Mary and Elizabeth,41.901259,-87.684014
900355,Traffic Collision,AMBULANCE,2024-05-03 06:55:00,2024-05-03 06:56:00,2024-05-03 06:59:00,2024-05-03 07:03:00,2024-05-03 07:16:00,Chicago,41.767499,-87.712793,R10355,Holy Cross Hospital,41.777841,-87.696653
900356,Medical Incident,MEDIC,2024-04-27 17:43:00,2024-04-27 17:49:00,2024-04-27 17:59:00,2024-04-27 18:03:00,2024-04-27 18:19:00,Chicago,41.719184,-87.817054,R10356,Rush University Medical Center,41.873723,-87.676025
900357,Medical Incident,MEDIC,2024-04-08 04:08:00,2024-04-08 04:14:00,2024-04-08 04:19:00,2024-04-08 04:27:00,2024-04-08 04:50:00,Chicago,41.973878,-87.619214,R10357,Northwestern Memorial Hospital,41.893548,-87.622424
900358,Medical Incident,AMBULANCE,2024-06-21 09:26:00,2024-06-21 09:31:00,2024-06-21 09:33:00,2024-06-21 09:36:00,2024-06-21 10:00:00,Chicago,41.983108,-87.717517,R10358,Northwestern Memorial Hospital,41.895024,-87.621094
900359,Traffic Collision,ENGINE,2024-02-13 21:45:00,2024-02-13 21:49:00,2024-02-13 21:52:00,2024-02-13 21:54:00,2024-02-13 22:19:00,Chicago,41.806888,-87.714509,R10359,UIC Hospital,41.871033,-87.674048
900360,Traffic Collision,MEDIC,2024-03-05 18:35:00,2024-03-05 18:38:00,2024-03-05 18:40:00,2024-03-05 18:45:00,2024-03-05 19:05:00,Chicago,41.739646,-87.682497,R10360,Saints Mary and Elizabeth,41.904402,-87.684023
900361,Medical Incident,AMBULANCE,2024-03-30 12:43:00,2024-03-30 12:47:00,2024-03-30 12:50:00,2024-03-30 12:58:00,2024-03-30 13:27:00,Chicago,41.849154,-87.905201,R10361,Mount Sinai Hospital,41.859779,-87.715973
900362,Traffic Collision,MEDIC,2024-03-31 23:11:00,2024-03-31 23:15:00,2024-03-31 23:24:00,2024-03-31 23:28:00,2024-03-31 23:43:00,Chicago,41.97588,-87.579067,R10362,UIC Hospital,41.871124,-87.673962
900363,Traffic Collision,MEDIC,2024-01-19 12:21:00,2024-01-19 12:23:00,2024-01-19 12:29:00,2024-01-19 12:33:00,2024-01-19 12:48:00,Chicago,41.731869,-87.750435,R10363,Norwegian American Hospital (Humboldt Park),41.901998,-87.704281
900364,Traffic Collision,AMBULANCE,2024-01-22 04:53:00,2024-01-22 04:56:00,2024-01-22 05:01:00,2024-01-22 05:06:00,2024-01-22 05:24:00,Chicago,41.817658,-87.873382,R10364,Northwestern Memorial Hospital,41.894989,-87.619377
900365,Traffic Collision,MEDIC,2024-05-23 13:36:00,2024-05-23 13:38:00,2024-05-23 13:44:00,2024-05-23 13:50:00,2024-05-23 14:08:00,Chicago,41.891136,-87.61643,R10365,UIC Hospital,41.873399,-87.673075
900366,Medical Incident,MEDIC,2024-03-25 13:07:00,2024-03-25 13:13:00,2024-03-25 13:21:00,2024-03-25 13:24:00,2024-03-25 13:43:00,Chicago,41.882963,-87.782519,R10366,Northwestern Memorial Hospital,41.895812,-87.619642
900367,Traffic Collision,ENGINE,2024-05-16 04:44:00,2024-05-16 04:48:00,2024-05-16 04:51:00,2024-05-16 04:56:00,2024-05-16 05:07:00,Chicago,41.751716,-87.861606,R10367,UIC Hospital,41.872895,-87.673365
900368,Medical Incident,MEDIC,2024-01-25 08:23:00,2024-01-25 08:26:00,2024-01-25 08:29:00,2024-01-25 08:32:00,2024-01-25 09:01:00,Chicago,41.73938,-87.741824,R10368,UIC Hospital,41.872115,-87.67305
900369,Medical Incident,ENGINE,2024-05-04 07:06:00,2024-05-04 07:09:00,2024-05-04 07:19:00,2024-05-04 07:27:00,2024-05-04 07:53:00,Chicago,41.944483,-87.535818,R10369,Advocate Illinois Masonic,41.940075,-87.652689
900370,Traffic Collision,AMBULANCE,2024-01-17 22:40:00,2024-01-17 22:41:00,2024-01-17 22:43:00,2024-01-17 22:49:00,2024-01-17 23:04:00,Chicago,41.827309,-87.753515,R10370,Holy Cross Hospital,41.77663,-87.695795
900371,Traffic Collision,MEDIC,2024-01-06 19:47:00,2024-01-06 19:48:00,2024-01-06 19:56:00,2024-01-06 20:00:00,2024-01-06 20:25:00,Chicago,41.76447,-87.726922,R10371,Holy Cross Hospital,41.776349,-87.696484
900372,Medical Incident,ENGINE,2024-03-19 05:28:00,2024-03-19 05:34:00,2024-03-19 05:43:00,2024-03-19 05:48:00,2024-03-19 06:14:00,Chicago,41.75987,-87.55712,R10372,Advocate Illinois Masonic,41.936968,-87.652529
900373,Traffic Collision,AMBULANCE,2024-01-12 21:41:00,2024-01-12 21:46:00,2024-01-12 21:53:00,2024-01-12 21:58:00,2024-01-12 22:28:00,Chicago,41.959951,-87.60292,R10373,Advocate Illinois Masonic,41.937976,-87.649858
900374,Medical Incident,AMBULANCE,2024-06-27 08:46:00,2024-06-27 08:51:00,2024-06-27 08:55:00,2024-06-27 08:57:00,2024-06-27 09:23:00,Chicago,42.01989,-87.815542,R10374,St. Bernard Hospital,41.777067,-87.640247
900375,Traffic Collision,TRUCK,2024-06-23 23:37:00,2024-06-23 23:41:00,2024-06-23 23:44:00,2024-06-23 23:52:00,2024-06-24 00:19:00,Chicago,41.771231,-87.733605,R10375,Mount Sinai Hospital,41.860038,-87.71588
900376,Traffic Collision,MEDIC,2024-03-12 04:35:00,2024-03-12 04:36:00,2024-03-12 04:45:00,2024-03-12 04:47:00,2024-03-12 05:08:00,Chicago,41.899896,-87.860385,R10376,Saints Mary and Elizabeth,41.901498,-87.683788
900377,Traffic Collision,MEDIC,2024-03-14 05:02:00,2024-03-14 05:06:00,2024-03-14 05:14:00,2024-03-14 05:15:00,2024-03-14 05:42:00,Chicago,41.951702,-87.547528,R10377,UIC Hospital,41.871743,-87.675669
900378,Medical Incident,ENGINE,2024-05-19 23:36:00,2024-05-19 23:38:00,2024-05-19 23:42:00,2024-05-19 23:49:00,2024-05-20 00:13:00,Chicago,41.82129,-87.641635,R10378,Norwegian American Hospital (Humboldt Park),41.903933,-87.703127
900379,Traffic Collision,MEDIC,2024-04-08 15:55:00,2024-04-08 16:01:00,2024-04-08 16:04:00,2024-04-08 16:05:00,2024-04-08 16:24:00,Chicago,41.973565,-87.576616,R10379,Saints Mary and Elizabeth,41.900774,-87.685464
900380,Medical Incident,TRUCK,2024-02-13 11:05:00,2024-02-13 11:07:00,2024-02-13 11:14:00,2024-02-13 11:22:00,2024-02-13 11:52:00,Chicago,41.785767,-87.713247,R10380,Advocate Illinois Masonic,41.936438,-87.649998
900381,Medical Incident,AMBULANCE,2024-05-07 11:44:00,2024-05-07 11:50:00,2024-05-07 11:57:00,2024-05-07 12:05:00,2024-05-07 12:17:00,Chicago,41.654535,-87.769634,R10381,Norwegian American Hospital (Humboldt Park),41.904079,-87.704039
900382,Traffic Collision,ENGINE,2024-01-09 18:38:00,2024-01-09 18:40:00,2024-01-09 18:47:00,2024-01-09 18:48:00,2024-01-09 19:10:00,Chicago,41.98857,-87.700968,R10382,Holy Cross Hospital,41.775367,-87.696573
900383,Traffic Collision,AMBULANCE,2024-04-09 10:23:00,2024-04-09 10:27:00,2024-04-09 10:33:00,2024-04-09 10:37:00,2024-04-09 11:07:00,Chicago,41.983531,-87.873664,R10383,Saints Mary and Elizabeth,41.903477,-87.68262
900384,Medical Incident,AMBULANCE,2024-01-24 18:32:00,2024-01-24 18:35:00,2024-01-24 18:38:00,2024-01-24 18:42:00,2024-01-24 18:56:00,Chicago,41.650676,-87.824815,R10384,UIC Hospital,41.872402,-87.674686
900385,Traffic Collision,ENGINE,2024-02-13 08:51:00,2024-02-13 08:52:00,2024-02-13 08:56:00,2024-02-13 09:03:00,2024-02-13 09:26:00,Chicago,41.910912,-87.905745,R10385,UIC Hospital,41.87145,-87.674672
900386,Traffic Collision,TRUCK,2024-04-04 21:56:00,2024-04-04 22:01:00,2024-04-04 22:07:00,2024-04-04 22:09:00,2024-04-04 22:19:00,Chicago,41.867657,-87.764863,R10386,Mount Sinai Hospital,41.860324,-87.716291
900387,Traffic Collision,MEDIC,2024-04-25 02:35:00,2024-04-25 02:36:00,2024-04-25 02:38:00,2024-04-25 02:41:00,2024-04-25 02:53:00,Chicago,41.98739,-87.656175,R10387,Holy Cross Hospital,41.777544,-87.696371
900388,Traffic Collision,MEDIC,2024-06-27 03:35:00,2024-06-27 03:41:00,2024-06-27 03:47:00,2024-06-27 03:51:00,2024-06-27 04:05:00,Chicago,41.933512,-87.903447,R10388,UIC Hospital,41.869766,-87.673765
900389,Medical Incident,AMBULANCE,2024-05-09 21:23:00,2024-05-09 21:24:00,2024-05-09 21:28:00,2024-05-09 21:34:00,2024-05-09 21:46:00,Chicago,41.682731,-87.898878,R10389,Saints Mary and Elizabeth,41.901638,-87.68512
900390,Medical Incident,TRUCK,2024-05-15 20:58:00,2024-05-15 21:01:00,2024-05-15 21:05:00,2024-05-15 21:08:00,2024-05-15 21:29:00,Chicago,41.648586,-87.709591,R10390,St. Bernard Hospital,41.778807,-87.642246
900391,Traffic Collision,MEDIC,2024-06-16 21:52:00,2024-06-16 21:54:00,2024-06-16 21:59:00,2024-06-16 22:01:00,2024-06-16 22:30:00,Chicago,41.724137,-87.549466,R10391,UIC Hospital,41.871532,-87.673653
900392,Traffic Collision,TRUCK,2024-05-28 08:30:00,2024-05-28 08:33:00,2024-05-28 08:36:00,2024-05-28 08:44:00,2024-05-28 09:08:00,Chicago,41.679994,-87.65906,R10392,University of Chicago Medical Center,41.787444,-87.604272
900393,Medical Incident,MEDIC,2024-01-09 08:27:00,2024-01-09 08:31:00,2024-01-09 08:41:00,2024-01-09 08:48:00,2024-01-09 09:05:00,Chicago,41.967684,-87.780435,R10393,University of Chicago Medical Center,41.789077,-87.605283
900394,Traffic Collision,MEDIC,2024-03-24 10:04:00,2024-03-24 10:08:00,2024-03-24 10:16:00,2024-03-24 10:20:00,2024-03-24 10:34:00,Chicago,41.715711,-87.788344,R10394,Northwestern Memorial Hospital,41.893741,-87.618766
900395,Medical Incident,MEDIC,2024-04-27 20:35:00,2024-04-27 20:38:00,2024-04-27 20:41:00,2024-04-27 20:42:00,2024-04-27 21:05:00,Chicago,41.777353,-87.86448,R10395,Advocate Illinois Masonic,41.939501,-87.65115
900396,Traffic Collision,MEDIC,2024-05-22 21:04:00,2024-05-22 21:09:00,2024-05-22 21:14:00,2024-05-22 21:16:00,2024-05-22 21:40:00,Chicago,41.820541,-87.668108,R10396,Northwestern Memorial Hospital,41.894847,-87.618777
900397,Traffic Collision,MEDIC,2024-06-05 15:02:00,2024-06-05 15:05:00,2024-06-05 15:11:00,2024-06-05 15:15:00,2024-06-05 15:29:00,Chicago,41.867547,-87.811096,R10397,Mount Sinai Hospital,41.860382,-87.71557
900398,Medical Incident,AMBULANCE,2024-06-23 14:01:00,2024-06-23 14:06:00,2024-06-23 14:08:00,2024-06-23 14:12:00,2024-06-23 14:33:00,Chicago,41.802647,-87.53645,R10398,Saints Mary and Elizabeth,41.901697,-87.68362
900399,Traffic Collision,MEDIC,2024-02-29 21:09:00,2024-02-29 21:10:00,2024-02-29 21:20:00,2024-02-29 21:28:00,2024-02-29 21:51:00,Chicago,41.923693,-87.797778,R10399,Northwestern Memorial Hospital,41.893928,-87.620037
900400,Medical Incident,AMBULANCE,2024-01-20 00:23:00,2024-01-20 00:28:00,2024-01-20 00:33:00,2024-01-20 00:36:00,2024-01-20 00:49:00,Chicago,41.670661,-87.810935,R10400,Holy Cross Hospital,41.776869,-87.697035
900401,Traffic Collision,ENGINE,2024-01-04 17:10:00,2024-01-04 17:13:00,2024-01-04 17:19:00,2024-01-04 17:25:00,2024-01-04 17:55:00,Chicago,42.017984,-87.894171,R10401,Norwegian American Hospital (Humboldt Park),41.903079,-87.705998
900402,Medical Incident,MEDIC,2024-02-03 23:15:00,2024-02-03 23:18:00,2024-02-03 23:26:00,2024-02-03 23:34:00,2024-02-03 23:58:00,Chicago,41.83525,-87.726796,R10402,Advocate Illinois Masonic,41.938139,-87.651547
900403,Traffic Collision,ENGINE,2024-03-23 14:41:00,2024-03-23 14:44:00,2024-03-23 14:52:00,2024-03-23 14:59:00,2024-03-23 15:18:00,Chicago,41.839799,-87.550237,R10403,Mount Sinai Hospital,41.860998,-87.718896
900404,Medical Incident,MEDIC,2024-03-25 07:48:00,2024-03-25 07:50:00,2024-03-25 07:52:00,2024-03-25 07:55:00,2024-03-25 08:11:00,Chicago,41.822628,-87.843394,R10404,St. Bernard Hospital,41.777129,-87.640597
900405,Traffic Collision,MEDIC,2024-01-24 18:52:00,2024-01-24 18:56:00,2024-01-24 18:59:00,2024-01-24 19:05:00,2024-01-24 19:18:00,Chicago,41.806548,-87.656278,R10405,Saints Mary and Elizabeth,41.903108,-87.68504
900406,Traffic Collision,MEDIC,2024-03-11 21:36:00,2024-03-11 21:39:00,2024-03-11 21:47:00,2024-03-11 21:48:00,2024-03-11 22:07:00,Chicago,41.86959,-87.852799,R10406,Mount Sinai Hospital,41.860277,-87.716651
900407,Medical Incident,MEDIC,2024-05-01 04:45:00,2024-05-01 04:50:00,2024-05-01 04:57:00,2024-05-01 05:03:00,2024-05-01 05:28:00,Chicago,41.999224,-87.794718,R10407,UIC Hospital,41.871809,-87.673783
900408,Medical Incident,AMBULANCE,2024-01-15 18:59:00,2024-01-15 19:05:00,2024-01-15 19:10:00,2024-01-15 19:11:00,2024-01-15 19:39:00,Chicago,41.679193,-87.920081,R10408,Rush University Medical Center,41.873969,-87.673997
900409,Traffic Collision,AMBULANCE,2024-03-27 03:28:00,2024-03-27 03:29:00,2024-03-27 03:32:00,2024-03-27 03:33:00,2024-03-27 03:50:00,Chicago,41.918195,-87.882647,R10409,UIC Hospital,41.872201,-87.672949
900410,Traffic Collision,MEDIC,2024-05-07 18:53:00,2024-05-07 18:54:00,2024-05-07 18:56:00,2024-05-07 18:58:00,2024-05-07 19:08:00,Chicago,41.848628,-87.798807,R10410,Mount Sinai Hospital,41.860198,-87.715551
900411,Medical Incident,AMBULANCE,2024-02-29 14:32:00,2024-02-29 14:35:00,2024-02-29 14:42:00,2024-02-29 14:48:00,2024-02-29 15:15:00,Chicago,41.967515,-87.730678,R10411,UIC Hospital,41.872639,-87.675143
900412,Traffic Collision,MEDIC,2024-05-02 14:23:00,2024-05-02 14:27:00,2024-05-02 14:30:00,2024-05-02 14:31:00,2024-05-02 14:58:00,Chicago,41.925916,-87.705039,R10412,Mount Sinai Hospital,41.859228,-87.715703
900413,Traffic Collision,AMBULANCE,2024-01-11 05:05:00,2024-01-11 05:07:00,2024-01-11 05:09:00,2024-01-11 05:14:00,2024-01-11 05:27:00,Chicago,41.85057,-87.889964,R10413,Norwegian American Hospital (Humboldt Park),41.902936,-87.703671
900414,Medical Incident,ENGINE,2024-04-09 15:20:00,2024-04-09 15:22:00,2024-04-09 15:26:00,2024-04-09 15:31:00,2024-04-09 15:55:00,Chicago,41.678813,-87.548004,R10414,Holy Cross Hospital,41.777341,-87.694565
900415,Traffic Collision,AMBULANCE,2024-01-07 08:22:00,2024-01-07 08:26:00,2024-01-07 08:36:00,2024-01-07 08:44:00,2024-01-07 09:06:00,Chicago,41.916942,-87.695601,R10415,Holy Cross Hospital,41.776756,-87.695036
900416,Traffic Collision,MEDIC,2024-05-14 11:35:00,2024-05-14 11:39:00,2024-05-14 11:41:00,2024-05-14 11:46:00,2024-05-14 12:00:00,Chicago,41.648923,-87.61267,R10416,Rush University Medical Center,41.875047,-87.67543
900417,Medical Incident,AMBULANCE,2024-04-02 20:35:00,2024-04-02 20:39:00,2024-04-02 20:44:00,2024-04-02 20:49:00,2024-04-02 21:12:00,Chicago,41.949773,-87.915385,R10417,University of Chicago Medical Center,41.788702,-87.602624
900418,Traffic Collision,ENGINE,2024-05-25 14:54:00,2024-05-25 14:59:00,2024-05-25 15:05:00,2024-05-25 15:12:00,2024-05-25 15:36:00,Chicago,41.746797,-87.745371,R10418,Northwestern Memorial Hospital,41.89412,-87.621029
900419,Medical Incident,MEDIC,2024-04-04 17:56:00,2024-04-04 17:59:00,2024-04-04 18:05:00,2024-04-04 18:12:00,2024-04-04 18:27:00,Chicago,41.722242,-87.818157,R10419,Rush University Medical Center,41.872904,-87.67744
900420,Medical Incident,MEDIC,2024-03-20 23:20:00,2024-03-20 23:23:00,2024-03-20 23:25:00,2024-03-20 23:28:00,2024-03-20 23:57:00,Chicago,41.960138,-87.657005,R10420,Northwestern Memorial Hospital,41.893115,-87.618447
900421,Medical Incident,MEDIC,2024-05-23 11:32:00,2024-05-23 11:34:00,2024-05-23 11:44:00,2024-05-23 11:52:00,2024-05-23 12:12:00,Chicago,41.74276,-87.604597,R10421,Norwegian American Hospital (Humboldt Park),41.902361,-87.705323
900422,Medical Incident,MEDIC,2024-06-20 20:37:00,2024-06-20 20:43:00,2024-06-20 20:50:00,2024-06-20 20:51:00,2024-06-20 21:06:00,Chicago,41.966777,-87.874577,R10422,UIC Hospital,41.87217,-87.6747
900423,Medical Incident,AMBULANCE,2024-03-18 11:05:00,2024-03-18 11:09:00,2024-03-18 11:16:00,2024-03-18 11:21:00,2024-03-18 11:35:00,Chicago,41.849997,-87.935814,R10423,St. Bernard Hospital,41.777312,-87.638748
900424,Medical Incident,MEDIC,2024-03-01 16:47:00,2024-03-01 16:51:00,2024-03-01 16:56:00,2024-03-01 17:04:00,2024-03-01 17:16:00,Chicago,41.803717,-87.907327,R10424,UIC Hospital,41.872059,-87.672874
900425,Traffic Collision,MEDIC,2024-06-06 04:39:00,2024-06-06 04:45:00,2024-06-06 04:49:00,2024-06-06 04:50:00,2024-06-06 05:12:00,Chicago,41.832339,-87.775393,R10425,Rush University Medical Center,41.87261,-87.677645
900426,Medical Incident,AMBULANCE,2024-02-11 05:46:00,2024-02-11 05:50:00,2024-02-11 05:59:00,2024-02-11 06:00:00,2024-02-11 06:19:00,Chicago,41.91036,-87.679936,R10426,St. Bernard Hospital,41.780329,-87.640275
900427,Traffic Collision,AMBULANCE,2024-06-28 21:02:00,2024-06-28 21:05:00,2024-06-28 21:15:00,2024-06-28 21:23:00,2024-06-28 21:38:00,Chicago,41.7128,-87.829905,R10427,University of Chicago Medical Center,41.789595,-87.603147
900428,Traffic Collision,TRUCK,2024-01-25 00:49:00,2024-01-25 00:52:00,2024-01-25 00:54:00,2024-01-25 00:59:00,2024-01-25 01:15:00,Chicago,41.884545,-87.689055,R10428,UIC Hospital,41.871747,-87.673608
900429,Traffic Collision,ENGINE,2024-04-06 20:13:00,2024-04-06 20:16:00,2024-04-06 20:19:00,2024-04-06 20:25:00,2024-04-06 20:45:00,Chicago,41.705706,-87.634862,R10429,UIC Hospital,41.871246,-87.674281
900430,Medical Incident,MEDIC,2024-03-06 11:33:00,2024-03-06 11:34:00,2024-03-06 11:44:00,2024-03-06 11:49:00,2024-03-06 12:01:00,Chicago,41.991846,-87.893262,R10430,Rush University Medical Center,41.873129,-87.676984
900431,Traffic Collision,MEDIC,2024-04-24 01:15:00,2024-04-24 01:18:00,2024-04-24 01:23:00,2024-04-24 01:24:00,2024-04-24 01:35:00,Chicago,41.756787,-87.560686,R10431,Rush University Medical Center,41.87418,-87.674608
900432,Medical Incident,MEDIC,2024-03-31 13:12:00,2024-03-31 13:17:00,2024-03-31 13:26:00,2024-03-31 13:30:00,2024-03-31 13:55:00,Chicago,41.742032,-87.657326,R10432,Mount Sinai Hospital,41.861515,-87.715227
900433,Medical Incident,MEDIC,2024-06-14 18:23:00,2024-06-14 18:25:00,2024-06-14 18:28:00,2024-06-14 18:31:00,2024-06-14 18:43:00,Chicago,41.768995,-87.735695,R10433,St. Bernard Hospital,41.777018,-87.641225
900434,Medical Incident,MEDIC,2024-01-08 12:39:00,2024-01-08 12:43:00,2024-01-08 12:48:00,2024-01-08 12:53:00,2024-01-08 13:16:00,Chicago,41.973906,-87.930621,R10434,Holy Cross Hospital,41.776031,-87.695449
900435,Medical Incident,AMBULANCE,2024-06-18 07:44:00,2024-06-18 07:47:00,2024-06-18 07:52:00,2024-06-18 07:55:00,2024-06-18 08:08:00,Chicago,41.702033,-87.77664,R10435,St. Bernard Hospital,41.777399,-87.64068
900436,Medical Incident,AMBULANCE,2024-06-11 16:01:00,2024-06-11 16:06:00,2024-06-11 16:11:00,2024-06-11 16:17:00,2024-06-11 16:42:00,Chicago,41.850332,-87.939052,R10436,Northwestern Memorial Hospital,41.895397,-87.620075
900437,Traffic Collision,AMBULANCE,2024-04-11 05:20:00,2024-04-11 05:26:00,2024-04-11 05:33:00,2024-04-11 05:36:00,2024-04-11 05:53:00,Chicago,41.984741,-87.644709,R10437,University of Chicago Medical Center,41.789125,-87.604429
900438,Traffic Collision,TRUCK,2024-04-09 19:04:00,2024-04-09 19:06:00,2024-04-09 19:11:00,2024-04-09 19:12:00,2024-04-09 19:34:00,Chicago,41.644817,-87.73911,R10438,Mount Sinai Hospital,41.861206,-87.715616
900439,Traffic Collision,ENGINE,2024-01-23 00:49:00,2024-01-23 00:53:00,2024-01-23 01:01:00,2024-01-23 01:05:00,2024-01-23 01:21:00,Chicago,41.668906,-87.750859,R10439,Rush University Medical Center,41.873298,-87.676663
